slang,formal
yg,yang
yg,yang
terburu2,terburu-buru
baik2,baik-baik
nanya,bertanya
sampe,sampai
udah,sudah
udah,sudah
ngumpat2,mengumpat-ngumpat
nantangin,menantang
aja,saja
gtu,begitu
ngegampar,menggampar
anak2,anak-anak
gitu,begitu
wktu,waktu
d,di
pake,pakai
pake,pakai
trs,terus
d,di
gada,tidak ada
org,orang
yg,yang
sampe,sampai
ngelaporin,melaporkan
yg,yang
d,di
salahin,salahkan
krna,karena
yg,yang
gabisa,tidak bisa
gada,tidak ada
yg,yang
ni,ini
jd,jadi
yg,yang
hnya,hanya
orng,orang
yg,yang
konsekwensi,konsekuensi
muliany,mulianya
bkn,bukan
kl,kalo
mungki,mungkin
tp,tapi
kl,kalo
bs,bisa
jgn,jangan
lngsung,langsung
tp,tapi
sj,saja
tsb,tersebut
u,untuk
jg,juga
ad,ada
sbg,sebagai
t4,tempat
bacahalah,bacalah
yaak,ya
dikerasin,dikerasi
trus,terus
lgsg,langsung
gtu,begitu
skrg,sekarang
udh,sudah
dikerasin,dikerasi
gk,tidak
skrg,sekarang
gkkan,tidak akan
ngulangin,mengulangi
lebayy,lebay
bgt,banget
lgsg,langsung
org,orang
yg,yang
jgn,jangan
gk,tidak
sendirii,sendiri
ajaa,saja
bedaa,beda
skrg,sekarang
sm,sama
pnyaa,punya
gk,tidak
sendirii,sendiri
yaa,ya
gk,tidak
bol3h,boleh
pake,pakai
gak,tidak
org,orang
ngadu,mengadu
ketauan,ketahuan
ma,sama
org,orang
dimarahin,dimarahi
manjain,memanjakan
org,orang
manjain,memanjakan
gt,begitu
aja,saja
ma,sama
skrng,sekarang
sdh,sudah
krn,karena
manjain,memanjakan
gini,begini
krn,karena
yg,yang
gak,tidak
sm,sama
yg,yang
dgn,dengan
jg,juga
org,orang
yg,yang
yg,yang
utk,untuk
yg,yang
bs,bisa
bs,bisa
sm,sama
gk,tidak
utk,untuk
boleh2,boleh-boleh
dgn,dengan
yg,yang
hallo,halo
gak,tidak
nyelesain,menyelesaikan
troma,trauma
kerasin,kerasi
jdi,jadi
jgn2,jangan-jangan
mcm,macam
bgni,begini
ngomong,mengomong
sj,saja
ga,tidak
emg,memang
sm,sama
sy,saya
kamu2,kamu-kamu
cewer,jewer
bilanh,bilang
gak,tidak
kasi,kasih
gak,tidak
tdk,tidak
ngapain,mengapa
sy,saya
org,orang
yg,yang
sdh,sudah
yg,yang
jwban,jawaban
org2,orang-orang
mmg,memang
yg,yang
skg,sekarang
gak,tidak
gak,tidak
nuduh,menuduh
gak,tidak
nuduh,menuduh
suk,suka
emang,memang
emang,memang
ngatur,mengatur
yg,yang
gmna,bagaimana
msih,masih
sampe,sampai
skrg,sekarang
org,orang
rajin2,rajin-rajin
sy,saya
tpi,tapi
sy,saya
sy,saya
sm,sama
ga,tidak
bacaaaa,baca
gw,gue
kekk,kayak
jungkiir,jungkir
kekk,kayak
ga,tidak
gunaa,guna
bales2in,balas-membalas
orangg,orang
ga,tidak
kerjaan,pekerjaan
laen,lain
ajaa,saja
yg,yang
yaaaa,ya
dr,dari
tauuuu,tau
bls,balas
skg,sekarang
ga,tidak
yaa,ya
ni,nih
koment,komentar
emang,memang
yg,yang
tdk,tidak
km,kamu
untk,untuk
tp,tapi
tdk,tidak
ank,anak
byak,banyak
kepad,kepada
ank,anak
bantuanny,bantuannya
bkn,bukan
ttinggi,tinggi
dg,dengan
yg,yang
bgt,banget
jgn,jangan
smpe,sampai
yg,yang
d,di
ajah,saja
gara2,gara-gara
perna,pernah
d,di
cmn,cuman
grgr,gara-gara
g,tidak
jari2,jari-jari
d,di
pukulin,pukuli
pake,pakai
yg,yang
smpe,sampai
jd,jadi
bengkak2,bengkak-bengkak
bgs,bagus
jgn,jangan
smpe,sampai
ank,anak
sm,sama
sperti,seperti
kasian,kasihan
klo,kalo
g,tidak
d,di
komentarin,komentari
jgn,jangan
d,di
jd,jadi
bijak2,bijak-bijak
dlm,dalam
ga,tidak
ga,tidak
yg,yang
lama2,lama-lama
yg,yang
ga,tidak
menurur,menurut
tipe2,tipe-tipe
anak2,anak-anak
anak2,anak-anak
diliat,dilihat
liatlah,lihatlah
teguran2,teguran-teguran
yg,yang
gr2,gara-gara
d,di
skrg,sekarang
gamau,tidak mau
skolah,sekolah
pdahal,padahal
msh,masih
klas,kelas
krena,karena
tkut,takut
grunya,gurunya
skrg,sekarang
pndah,pindah
tdk,tidak
bs,bisa
hrs,harus
ortu,orang tua
dlm,dalam
udh,sudah
ngerasain,merasai
tp,tapi
dlm,dalam
org,orang
yg,yang
bs,bisa
bs,bisa
liat2,lihat-lihat
tp,tapi
ga,tidak
masukin,memasukkan
org,orang
dilindungin,dilindungi
yg,yang
trs,terus
jagain,menjaga
org,orang
kasiaannn,kasihan
kmu,kamu
yg,yang
miring2,miring-miring
jd,jadi
dech,deh
baek,baik
ajja,saja
yg,yang
tinggalin,tinggalkan
ga,tidak
gini,begini
klo,kalo
dri,dari
ttg,tentang
yg,yang
kmu,kamu
ga,tidak
klo,kalo
ksh,kasih
dlm,dalam
kaitannha,kaitannya
ama,sama
yg,yang
pd,pada
sud,sudah
silahkan,silakan
yg,yang
pinter,pintar
dgn,dengan
yg,yang
rana,ranah
sampw,sampai
rana,ranah
thdp,terhadap
knp,kenapa
tsb,tersebut
yg,yang
krn,karena
scr,secara
yg,yang
tdk,tidak
utk,untuk
tsb,tersebut
yg,yang
mrk,mereka
pdhl,padahal
yg,yang
bhkn,bahkan
utk,untuk
spy,supaya
tdk,tidak
mrk,mereka
yg,yang
jgn,jangan
kpd,kepada
mrk,mereka
mrk,mereka
knp,kenapa
mrk,mereka
justeru,justru
sbg,sebagai
utk,untuk
yg,yang
klo,kalo
apah,apa
dak,indak
ngatai,mengatai
kln,kalian
sukak,suka
ahh,ah
alloh,allah
ihh,ih
ngajar,mengajar
termuraaahhhh,termurah
udh,sudah
brkunjun,berkunjung
d,di
bgt,banget
bgt,banget
yg,yang
suarranya,suaranya
dri,dari
sihh,sih
bgt,banget
klo,kalo
"bner""",benar-benar
suarranya,suaranya
iu,itu
bgussss,bagus
kmaren,kemarin
ambilin,mengambil
yg,yang
syg,sayang
dgn,dengan
yg,yang
sy,saya
ttg,tentang
mdh2an,mudah-mudahan
anak2,anak-anak
mmg,memang
anak2,anak-anak
dgn,dengan
biasaaaa,biasa
luuuaar,luar
yg,yang
ortu,orang tua
dg,dengan
bngt,banget
sma,sama
yaa,ya
seneng,senang
kereenn,keren
bgt,banget
bgtt,banget
ma,sama
km,kamu
yg,yang
redho,ridho
rezki,rezeki
yg,yang
kepd,kepada
org,orang
luaarrr,luar
biasaaa,biasa
kaka,kakak
jadilh,jadilah
org,orang
yg,yang
org,orang
na,nya
kata2nya,kata-katanya
bnr,benar
terhaaru,terharu
slalu,selalu
kaka,kakak
ttg,tentang
orrunya,orang tuanya
udah,sudah
bnyak,banyak
aj,saja
ortu,orang tua
ga,tidak
org,orang
kyak,kayak
gmn,bagaimana
pke,pakai
klo,kalo
koment,komentar
it,itu
koment,komentar
bnget,banget
ama,sama
bgt,banget
ma,sama
bgt,banget
bgt,banget
ama,sama
kka,kakak
dri,dari
flm,film
ampe,sampai
skrang,sekarang
pake,pakai
mb,mbak
kalok,kalo
adek2,adek-adek
jd,jadi
sndri,sendiri
dr,dari
km,kamu
km,kamu
rb,ribu
kk,kakak
tteh,teteh
knpa,kenapa
gak,tidak
loncatt,loncat
aja,saja
hampasss,hempas
lagiii,lagi
cantiiik,cantik
dlu,dulu
kt,kita
kyk,kayak
gini,begini
aja,saja
yaa,ya
cantikk,cantik
tehh,teh
bunga2,bunga-bunga
apaaan,apaan
lagiii,lagi
ampuuunn,ampun
daaah,dah
skali,sekali
yg,yang
sma,sama
gini,begini
bangetttttt,banget
ituh,itu
cantikk,cantik
cantikk,cantik
cantiiikk,cantik
udh,sudah
msh,masih
bgt,banget
bgt,banget
gak,tidak
gak,tidak
diliat,dilihat
km,kamu
liat,lihat
kereen,keren
suaranyaaaaaa,suaranya
bener2,benar-benar
idoolaaa,idola
ga,tidak
ga,tidak
udah,sudah
bgt,banget
pake,pakai
bangettt,banget
pulaa,pula
penyanyi2,penyanyi-penyanyi
beneran,benaran
yg,yang
wiih,wih
iyaa,iya
apaa,apa
miriip,mirip
tp,tapi
lbh,lebih
jd,jadi
aja,saja
bs,bisa
jd,jadi
emang,memang
blm,belum
dr,dari
yah,ya
uhhh,uh
bet,banget
kaaaa,kak
kaa,kak
sayanggg,sayang
kaa,kak
liat,lihat
allaahh,allah
ajahhh,saja
ajaaa,saja
trims,terima kasih
yah,ya
dehat,sehat
aminnnnn,amin
bgt,banget
bgt,banget
salammmm,salam
hari2,hari-hari
yg,yang
sihat,sehat
aminnn,amin
yg,yang
aja,saja
pengen,pengin
yg,yang
ayoo,ayo
buruann,buruan
d,di
makasih,terima kasih
udh,sudah
saranin,menyarankan
pake,pakai
jd,jadi
gak,tidak
lg,lagi
jd,jadi
pede,percaya diri
skrng,sekarang
mksh,terima kasih
silahkan,silakan
yg,yang
yg,yang
rekomendain,rekomendasikan
kaka,kakak
makasih,terima kasih
cntik,cantik
bngt,banget
trussss,terus
yah,ya
tp,tapi
blm,belum
tdk,tidak
yukk,yuk
cpt,cepat
kmi,kami
kakakuuu,kakakku
aamiin,amin
bgt,banget
yukk,yuk
ngalir,mengalir
teruss,terus
lohh,loh
bangt,banget
ga,tidak
ga,tidak
karna,karena
cepet,cepat
pesen,pesan
bgt,banget
pengen,pengin
gak,tidak
beneran,benaran
ga,tidak
nyesel,menyesal
rekomendasiin,merekomendasikan
kaka,kakak
kaka,kakak
gak,tidak
nyesel,menyesal
udah,sudah
rekomendasiin,merekomendasikan
ga,tidak
pede,percaya diri
makasih,terima kasih
boong,bohong
ktmu,ketemu
ga,tidak
nyangka,menyangka
pake,pakai
hub,hubungi
makasih,terima kasih
ksh,kasih
jd,jadi
gak,tidak
lg,lagi
pake,pakai
mksh,terima kasih
utk,untuk
jgn,jangan
yah,ya
yg,yang
dr,dari
bkn,bukan
prwtn,perawatan
jg,juga
pake,pakai
ak,aku
udh,sudah
pake,pakai
byk,banyak
yg,yang
udh,sudah
ngebuktiin,membuktikan
yah,ya
dr,dari
ak,aku
prawatan,perawatan
utk,untuk
lbh,lebih
mbk,mbak
aj,saja
y,ya
mkin,makin
cntk,cantik
sj,saja
yg,yang
gak,tidak
mo,mau
pnya,punya
gak,tidak
mslh,masalah
dimao,dimau
gak,tidak
hrs,harus
klo,kalo
cm,cuma
utk,untuk
dapetin,mendapati
wjh,wajah
pantes,pantas
dijadiin,dijadikan
prwtn,perawatan
dr,dari
udah,sudah
yg,yang
yg,yang
ny,nya
uda,sudah
pd,pada
pake,pakai
silahkn,silakan
dl,dulu
ak,aku
ajha,saja
utk,untuk
silahkan,silakan
kaka,kakak
yuuk,yuk
kasiatnya,khasiatnya
iyah,iya
nyaranin,menyarankan
rekomendasiin,merekomendasikan
udah,sudah
"minyak""an",minyak-minyakan
gitu,begitu
ga,tidak
pake,pakai
bgt,banget
gak,tidak
suksess,sukses
slalu,selalu
ka,kak
jg,juga
gak,tidak
seneng,senang
ka,kak
makasih,terima kasih
udh,sudah
rekomendasiin,merekomendasikan
pede,percaya diri
ga,tidak
nyangka,menyangka
prodak,produk
prodak,produk
ga,tidak
nyesel,menyesal
ga,tidak
trasa,terasa
minpi,mimpi
bner2,benar-benar
gak,tidak
nyangka,menyangka
gak,tidak
mutihin,memutihkan
ak,aku
gak,tidak
ka,kak
gak,tidak
makasih,terima kasih
gak,tidak
th,tahun
udh,sudah
jd,jadi
th,tahun
msh,masih
smster,semester
sdh,sudah
th,tahun
udah,sudah
woww,wow
ntar,entar
thn,tahun
emang,memang
th,tahun
uga,juga
kmren,kemarin
lucuu,lucu
ucull,lucu
aamiin,amin
"ngomong""",ngomong-ngomong
thn,tahun
udehh,sudah
sampe,sampai
skrang,sekarang
ucul,lucu
bnr,benar
lucuk,lucu
smg,semoga
lucuu,lucu
lucuuu,lucu
bgt,banget
bkn,bukan
yaaa,ya
jan,jangan
jd,jadi
yaa,ya
thn,tahun
masi,masih
pakek,pakai
pake,pakai
kk,kakak
pakek,pakai
orng,orang
orng,orang
pakek,pakai
yah,ya
kk,kakak
ka,kak
klo,kalo
pke,pakai
cntik,cantik
syngnya,sayangnya
klo,kalo
bnr,benar
pake,pakai
tauu,tau
dipermainin,dipermainkan
bngt,banget
kl,kalo
kasiatnya,khasiatnya
kocakkk,kocak
pake,pakai
hijabb,hijab
dasarrr,dasar
ajaaa,saja
tp,tapi
jgn,jangan
waaaaw,wow
bngt,banget
kk,kakak
klau,kalo
cannnnntikkkkkkk,cantik
bangettt,banget
mukax,mukanya
gitu,begitu
cantikx,cantiknya
fatanik,fanatik
bngt,banget
mba,mbak
jgn,jangan
pake,pakai
protestin,protestan
bkn,bukan
protestin,protestan
kakau,kalo
yg,yang
kk,kakak
slh,salah
marh,marah
kk,kakak
bener,benar
ka,kak
pk,pakai
ka,kak
emngnya,memangnya
pakek,pakai
cantiknyaa,cantiknya
klo,kalo
pke,pakai
darpada,daripada
bgt,banget
cooooooocok,cocok
klw,kalo
pkk,pakai
jgn,jangan
ka,kak
kaka,kakak
kaka,kakak
sling,saling
pake,pakai
ga,tidak
kk,kakak
pake,pakai
agama'ny,agamanya
yg,yang
bilng,bilang
tp,tapi
aq,aku
gk,tidak
prcy,percaya
klw,kalo
kk,kakak
kk,kakak
org,orang
pantes,pantas
emang,memang
tetep,tetap
lurusin,meluruskan
kk,kakak
pake,pakai
gak,tidak
gimana,bagaimana
gak,tidak
aja,saja
aja,saja
tp,tapi
bgt,banget
d,di
pake,pakai
aja,saja
biri,biru
bgt,banget
d,di
pake,pakai
jd,jadi
yg,yang
nti,nanti
aamiin,amin
kaa,kak
gmn,bagaimana
blm,belum
prnh,pernah
yg,yang
pake,pakai
luco,lucu
woow,wow
aq,aku
jg,juga
ultha,ultah
aja,saja
yuuu,yuk
batikk,batik
alloh,allah
q,ku
jdi,jadi
gemes,gemas
yg,yang
aja,saja
pake,pakai
arab2,arab-arab
sm,sama
yg,yang
arab2,arab-arab
gitu,begitu
kl,kalo
udah,sudah
yg,yang
pake,pakai
aja,saja
makasi,terima kasih
donk,dong
aja,saja
jd,jadi
yg,yang
blm,belum
dipake,dipakai
ama,sama
anak2,anak-anak
yg,yang
aja,saja
syg,sayang
udh,sudah
ga,tidak
lg,lagi
udh,sudah
luchu,lucu
pake,pakai
baguss,bagus
lucuuuu,lucu
bgt,banget
jd,jadi
aja,saja
ajah,saja
aja,saja
abes,habis
duhh,duh
liat,lihat
sedihhh,sedih
yeee,ya
syang,sayang
pinter,pintar
ngasi,mengasih
liat,lihat
gasih,tidak sih
qta,kita
mo,mau
nda,indak
sm,sama
cb,coba
anak2,anak-anak
pengen,pengin
naaaak,nak
jgn,jangan
astagaa,astaga
ngakak,mengakak
akuuu,aku
astafirullah,astagfirullah
msuk,masuk
peragain,peragakan
shayyy,say
anjaayy,anjay
shay,say
ga,tidak
ngilerrrr,mengiler
trus,terus
d,di
jgn,jangan
shay,say
bayangin,bayangkan
gak,tidak
woyyy,woy
ga,tidak
jg,juga
skrg,sekarang
ga,tidak
shaaaay,say
hempaass,hempas
dtg,datang
sayyy,say
bener,benar
tar,entar
kek,kayak
gini,begini
jgan,jangan
shayy,say
syantiek,cantik
njay,anjay
hehh,eh
temen,teman
qt,kita
cantik2,cantik-cantik
kam,kamu
liat,lihat
baguss,bagus
bngt,banget
gw,gue
elu,lu
yg,yang
nggak,tidak
inget,ingat
ingeet,ingat
inget,ingat
ga,tidak
sblh,sebelah
gw,gue
sblh,sebelah
nyaa,nya
gag,tidak
nawarin,menawari
ni,ini
amiiiiin,amin
tetep,tetap
jauhhh,jauh
udh,sudah
bgtttt,banget
baguss,bagus
waaahhh,wah
gini,begini
yah,ya
ajakin,mengajak
ntar,entar
gak,tidak
mntn,mantan
dlm,dalam
yaa,ya
ade,adek
liatnya,lihatnya
pd,pada
ngakak,mengakak
ngakak,mengakak
ihhh,ih
aje,saja
luhhh,lu
nyet,monyet
yooookkk,yuk
yg,yang
gw,gue
mksd,maksud
yg,yang
d,di
kyk,kayak
jrnk,jarang
"jelas""",jelas-jelas
cow,cowok
kayax,kayak
km,kamu
yg,yang
dblkng,dibelakang
mksd,maksud
gw,gue
ngapain,mengapai
anjirr,anjir
mirippp,mirip
sangattt,sangat
iyap,iya
mayann,lumayan
indo,indonesia
ngikutin,mengikuti
bener,benar
autuhh,tau tuh
ga,tidak
seneng,senang
ae,saja
atutt,takut
ga,tidak
ama,sama
kyk,kayak
bgt,banget
mirippp,mirip
bgtttt,banget
kek,kayak
gini,begini
ketara,tertara
bgt,banget
yg,yang
blg,bilang
kek,kayak
giniii,begini
looo,loh
bgt,banget
sma,sama
g,tidak
liat,lihat
bnget,banget
ma,sama
cntik,cantik
pingin,pengin
lgsung,langsung
bgt,banget
mbaaass,mbak
bund,bunda
g,tidak
tetep,tetap
bangeeettt,banget
almh,almarhumah
temenkuuh,temanku
mmg,memang
suami'y,suaminya
alm,almarhum
ori,orisinal
bgt,banget
bgt,banget
bngeeeetttt,banget
tp,tapi
emg,memang
y,ya
dr,dari
sm,sama
yg,yang
y,ya
entr,entar
kyax,kayak
ap,apa
ea,ya
cuantikkk,cantik
mksdnya,maksudnya
yg,yang
cwe,cewek
aja,saja
klo,kalo
yg,yang
cwo,cowok
aja,saja
gak,tidak
namain,namai
ga,tidak
aja,saja
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
kaaaaaaaaaakkkkkkkkkkk,kak
ato,atau
aja,saja
aja,saja
kasi,kasih
aj,saja
klo,kalo
kucing'y,kucingnya
nama'in,namai
panggilan'ya,panggilannya
klo,kalo
kucing'y,kucingnya
nama'in,namai
panggilan'y,panggilannya
kereen,keren
gak,tidak
ka,kak
utk,untuk
yg,yang
cwo,cowok
klo,kalo
cwe,cewek
z,saja
aja,saja
aja,saja
kalw,kalo
beneran,benaran
gt,begitu
gimana,bagaimana
yg,yang
tips2,tips-tips
serem,seram
serem,seram
tp,tapi
ttp,tetap
ka,kak
alu,aku
bgt,banget
pake,pakai
aja,saja
ngerrrriiii,ngeri
tetep,tetap
saranin,sarankan
pake,pakai
udah,sudah
keliatan,kelihatan
aja,saja
karna,karena
ngga,tidak
bener2,benar-benar
gak,tidak
nyesel,menyesal
ayooo,ayo
aja,saja
gw,gue
gini,begini
model2,model-model
dgn,dengan
utk,untuk
bener,benar
ngriii,mengiri
amatt,amat
tetep,tetap
smpai,sampai
orang2,orang-orang
cantikkkk,cantik
ngelahirin,melahirkan
paksain,memaksakan
biasaa,biasa
pengen,pengin
besarin,membesarkan
hub,hubungi
aja,saja
bgt,banget
pake,pakai
kox,kok
gak,tidak
pake,pakai
kaka,kakak
bener,benar
yg,yang
kaka,kakak
saranin,sarankan
gak,tidak
ka,kak
bner,benar
kaka,kakak
saranin,sarankan
bner,benar
makasih,terima kasih
yah,ya
ka,kak
wihhh,wih
tetep,tetap
ga,tidak
th,teh
tmbah,tambah
cntikk,cantik
pkee,pakai
pake,pakai
ka,kak
aamiin,amin
gini,begini
pake,pakai
sllu,selalu
biasaa,biasa
yaa,ya
cantiikkkk,cantik
bgttt,banget
klo,kalo
smga,semoga
smkin,semakin
bnyk,banyak
amiiiiinnn,amin
ndak,indak
bgmna,bagaimana
ssorg,seseorang
d,di
hdpn,hadapan
yg,yang
tsb,tersebut
dg,dengan
smua,semua
liat,lihat
foto2,foto-foto
yg,yang
yg,yang
aminn,amin
dg,dengan
smakin,semakin
mnambh,menambah
ktaatan,ketaatan
pd,pada
dr,dari
dg,dengan
kemaren,kemarin
liat,lihat
mba,mbak
yaa,ya
ka,kak
ka,kak
ga,tidak
stju,setuju
krna,karena
karna,karena
ka,kak
cantikkkkkk,cantik
ga,tidak
dilepas2,dilepas-lepas
yaa,ya
tehhh,teh
istiqomahhh,istikamah
tehhhh,teh
udah,sudah
engga,tidak
pokonya,pokoknya
prodaknya,produknya
bgt,banget
ga,tidak
krn,karena
udah,sudah
dlm,dalam
gak,tidak
emang,memang
ga,tidak
kaka,kakak
y,ya
emng,memang
yah,ya
pke,pakai
gk,tidak
yg,yang
ngerii,ngeri
bangett,banget
dahh,dah
ngiri,mengiri
aja,saja
liat,lihat
ga,tidak
tdk,tidak
yg,yang
bngt,banget
kaka,kakak
kk,kakak
kk,kakak
kk,kakak
imutt,imut
amu,kamu
nahh,nah
cntikk,cantik
mauuuuuuu,mau
kaka,kakak
jilbb,jilbab
d,di
g,tidak
pake,pakai
mw,mau
liat,lihat
aj,saja
tmn,teman
ndut,gendut
udh,sudah
ngecek,mengecek
blom,belum
yah,ya
gada,tidak ada
kerjaan,pekerjaan
bgt,banget
ngecek,mengecek
ndut,gendut
psti,pasti
penasarn,penasaran
jg,juga
cuyy,cuy
astauviruloh,astagfirullah
binggo,banget
kaakk,kak
donk,dong
bnget,banget
udah,sudah
nyaa,nya
gk,tidak
bnyk,banyak
bgt,banget
kka,kakak
paaak,pak
diajarin,diajari
yg,yang
ngikutin,mengikuti
aja,saja
gawl,gaul
kecr,kece
gilaaa,gila
iih,ih
lucuuu,lucu
org,orang
yg,yang
ngajak,mengajak
dgn,dengan
trs,terus
org2,orang-orang
gemay,gemas
laaaah,lah
ka,kak
kmu,kamu
ko,kok
aq,aku
yah,ya
donk,dong
aned,banget
bgt,banget
gingsungny,gingsulnya
sma,sama
kyk,kayak
blh,boleh
ga,tidak
bgt,banget
cariin,carikan
gini,begini
bgt,banget
yg,yang
gak,tidak
kenceng,kencang
yg,yang
cuanti,cantik
kyk,kayak
q,aku
kmu,kamu
mbanya,mbaknya
hy,hai
ka,kak
q,ku
lh,boleh
knlan,kenalan
g,tidak
bgt,banget
donk,dong
udh,sudah
aja,saja
jngn,jangan
indo,indonesia
indo,indonesia
jg,juga
ga,tidak
gw,gue
liat,lihat
ky,kaya
mbaakk,mbak
emg,memang
yg,yang
pnting,penting
mrka,mereka
gk,tidak
nyusahhin,menyusahkan
kmu,kamu
gk,tidak
mnta,minta
byaran,bayaran
mrka,mereka
pnya,punya
wlawpun,walaupun
bnyak,banyak
yg,yang
sedangkn,sedangkan
hnya,hanya
tnpa,tanpa
kmu,kamu
pnya,punya
yg,yang
d,di
bnggain,banggakan
smpe,sampai
sperti,seperti
emng,memang
kmu,kamu
yg,yang
mrka,mereka
yg,yang
kmu,kamu
omongin,omongkan
nyusahin,menyusahkan
emg,memang
yg,yang
nyusahin,menyusahkan
cmn,cuman
malu2in,malu-malui
indo,indonesia
aja,saja
emg,memang
gak,tidak
blm,belum
dibanggain,dibanggakan
tpi,tapi
sma,sama
wlau,walau
tpi,tapi
emg,memang
komenan,komentar
yg,yang
kmu,kamu
"bangga""in",membangga-banggakan
tpi,tapi
krya,karya
kmu,kamu
"bilang""",bilang-bilang
tinggall,tinggal
dmna,dimana
bgt,banget
ngebales,membalas
dripda,daripada
emg,memang
gk,tidak
bangga2in,membangga-banggakan
emg,memang
klo,kalo
yg,yang
dibnggain,dibanggakan
cmn,cuman
kyk,kayak
gitu,begitu
aja,saja
wlaupun,walaupun
dgn,dengan
yg,yang
kyk,kayak
ank,anak
jgn,jangan
krn,karena
org,orang
tpi,tapi
sma,sama
karya2,karya-karya
yg,yang
gk,tidak
ank,anak
gk,tidak
dgn,dengan
karya2,karya-karya
emg,memang
gk,tidak
sma,sama
sma,sama
gimana,bagaimana
kyk,kayak
yg,yang
trs,terus
drimana,darimana
udh,sudah
yg,yang
dehh,deh
jgn,jangan
yaa,ya
udh,sudah
klo,kalo
yg,yang
tpi,tapi
ngapain,mengapai
udh,sudah
gni,begini
gk,tidak
ank,anak
dri,dari
gk,tidak
slh,salah
trs,terus
mreka,mereka
jdi,jadi
ngepake',memakai
gksalah,tidak salah
gak,tidak
gk,tidak
nuntut,menuntut
ngebiarin,membiarkan
org,orang
yg,yang
krn,karena
spy,supaya
mreka,mereka
yg,yang
lgi,lagi
bhas,bahas
tdi,tadi
dri,dari
ngeluarin,mengeluarkan
kasian,kasihan
elo,lo
komenan,komentar
elo,lo
komenan,komentar
ngatain,mengatai
komenan,komentar
org,orang
tpi,tapi
gk,tidak
komenan,komentar
kyk,kayak
gimana,bagaimana
jg,juga
lagu'y,lagunya
yak,ya
lagu2nya,lagu-lagunya
kakk,kak
ka,kak
jadiin,jadikan
bgt,banget
yak,ya
guaa,gua
bgt,banget
kaa,kak
omongin,omongkan
gak,tidak
diem,diam
ajah,saja
gausah,tidak usah
nyampah,menyampah
klo,kalo
gw,gue
"mba""",mbak-mbak
donk,dong
gausah,tidak usah
ajah,saja
jgn,jangan
dh,deh
bukan'a,bukannya
mba,mbak
tappi,tapi
mang,memang
dahh,dah
cantikk,cantik
kalli,kali
mba,mbak
jngn,jangan
ka,kak
aja,saja
sm,sama
gk,tidak
pacara,pacaran
jga,juga
kalli,kali
maen,main
nuduh,menuduh
"ngerebut""",merebut-rebut
aja,saja
lluu,lu
mbaa,mbak
gk,tidak
ngerussak,merusak
mreka,mereka
"bela""in",membela-bela
bellain,membela
aja,saja
jngn,jangan
pke,pakai
ka,kak
donk,dong
kallo,kalo
coment,komen
yg,yang
dewassa,dewasa
mba,mbak
jngn,jangan
aja,saja
kallo,kalo
comnet,komen
gk,tidak
"pikir""",pikir-pikir
dlu,dulu
pke,pakai
bangetttt,banget
kaya'a,kayanya
aja,saja
kuyyy,yuk
kitaa,kita
ap,apa
makasih,terima kasih
yh,ya
uda,sudah
ngaca,mengaca
jg,juga
ga,tidak
gitu2,begitu-gitu
org,orang
gimana,bagaimana
aja,saja
knpa,kenapa
mba,mbak
mba,mbak
d,di
d,di
smpe,sampai
sgtu'y,sebegitunya
ngebelain,membela
tpii,tapi
"karya""",karya-karya
do,di
cali,caci
kya,kaya
mba,mbak
penghrgaan,penghargaan
ajjh,saja
sihh,sih
buktiin,buktikan
mba,mbak
klau,kalo
mba,mbak
lbihh,lebih
baikk,baik
drii,dari
"artist""",artis-artis
yg,yang
mba,mbak
"maki""",maki-maki
jngn,jangan
komentarin,mengomentari
orng,orang
sendirinnya,sendirinya
gk,tidak
stidaknya,setidaknya
mrka,mereka
may,mau
yg,yang
trbaikk,terbaik
bkan,bukan
kmauan,kemauan
mrka,mereka
tpi,tapi
mrka,mereka
punn,pun
mengikutii,mengikuti
atassan,atasan
mrka,mereka
klauu,kalo
jngnn,jangan
so,sok
orng,orang
kya,kaya
gtu,begitu
kya,kaya
sendirinyya,sendirinya
frestasiii,prestasi
ajjh,saja
knp,kenapa
mst,mesti
add,ada
see,sih
sibukx,sibuknya
in,ini
yaa,ya
katanyaa,katanya
lawaaaas,lawas
ngakak,mengakak
ni,ini
beneran,benaran
ni,nih
yg,yang
nonton,nonton
emg,memang
ngapain,mengapa
d,di
lucuuu,lucu
g,tidak
ad,ada
kocaaaak,kocak
kek,kayak
smg,semoga
slalu,selalu
tmbh,tambah
syng,sayang
sm,sama
sm,sama
jagain,jaga
adenya,adeknya
pkoknyaa,pokoknya
bwt,buat
yg,yang
smoga,semoga
yaa,ya
dateng,datang
donk,dong
smoga,semoga
dsana,disana
yaaa,ya
yg,yang
suksess,sukses
slalu,selalu
ortu,orang tua
yg,yang
amiin,amin
ortu,orang tua
smoga,semoga
cita2,cita-cita
dua2nya,dua-duanya
bangett,banget
sichhhhhhhhhh,sih
diapain,diapakan
gk,tidak
yh,ya
nampak,menampak
yak,ya
ndak,indak
tetehh,teteh
tehhh,teh
tehhhh,teh
gak,tidak
udah,sudah
pake,pakai
sampe,sampai
udah,sudah
gak,tidak
dapetin,mendapati
padet,padat
ga,tidak
buktiin,buktikan
bener,benar
bener,benar
gak,tidak
